Ticker	DIV	MO	VALUE	SIZE	PFT	GROWTH	MCAP	SECTOR	FRET
KMX	-1.207609482	0.65451949	-0.161962028	-0.788718957	-0.82858417	-0.078698022	14075.212	Retailing	0.035693857
KNX	-0.766853309	0.1978395	1.371801651	-1.453831553	-0.790448502	0.003103241	6005.4218	Transportation	0.038229376
KO	0.689957749	0.56905004	-0.801397434	0.265789792	0.270039322	-0.872789907	233214.5403	Food, Beverage & Tobacco	-0.006708908
KR	0.462335064	-1.062527765	2.356799766	-0.150727931	-0.919735568	-0.506671128	19872.1952	Food & Staples Retailing	0.017197987
KRC	0.403666756	0.089874079	-1.053931103	-1.843225996	-0.162149766	0.42133047	7863.7018	Real Estate	0.012840467
KSS	2.466695434	-1.941583357	2.631312816	-0.977088077	-0.769094679	-0.798354259	7507.5995	Retailing	0.012992126
KSU	-0.478751166	0.356002368	-0.049896369	-1.403346182	-0.026124233	-0.28792473	12768.9885	Transportation	0.023380606
L	-0.88412524	-0.413883422	1.067379086	-0.538596652	-0.976359707	-0.585968996	15115.9786	Insurance	0.018974566
LAMR	1.786091316	-0.392684159	-0.398020098	-1.79422291	0.131809448	-0.117946266	8328.2425	Real Estate	0.013729128
LANC	0.024489666	-0.333735161	-0.141744441	-2.351776709	-0.007864682	-0.37784957	3752.658	Food, Beverage & Tobacco	0.017742407
LB	2.997168194	-2.302732763	2.668703803	-1.223078437	-0.471677071	-0.63007356	5102.1888	Retailing	0.039192399
LDOS	-0.155719711	1.030663957	0.163601023	-1.133488033	-0.86670559	-0.154421706	12026.6473	Software & Services	0.001324503
LECO	0.243703443	-0.727896782	0.29742441	-1.867594381	-0.146270967	-0.561278073	5176.4753	Capital Goods	0.029254022
LEG	1.412477042	-0.726530431	0.670518605	-1.718007751	-0.343552249	-0.458175655	5193.0695	Consumer Durables & Apparel	0.03941012
LEN	-1.03360976	0.409276204	0.637295256	-0.659787676	-0.831880161	0.63915051	18701.7583	Consumer Durables & Apparel	-0.005607477
LFUS	-0.514392001	-0.871322013	0.196605602	-2.014663438	-0.319114923	0.506995706	4404.8668	Technology Hardware & Equipmen	0.025783419
LH	-1.207609482	-0.245390288	0.434138348	-0.912034564	-0.666150604	0.136049207	16330.5544	Health Care Equipment & Servic	0.007659574
LII	-0.367042051	0.346413633	-0.125725779	-1.747457373	0.284526564	-0.290961129	9178.9211	Capital Goods	0.023814641
LITE	-1.207609482	-0.116702039	0.703297308	-2.08056634	-0.564963944	0.096770353	3983.1969	Technology Hardware & Equipmen	0.036794452
LIVN	-1.207609482	-1.919338871	-0.453834763	-2.171456764	-0.875651866	0.979842784	3452.7456	Health Care Equipment & Servic	0.019850403
LKQ	-1.207609482	-0.846171375	0.54908956	-1.104124102	-0.888244754	0.330201649	9403.3355	Retailing	0.020026481
LLY	0.334778391	-0.392224354	-0.193496389	-0.117815684	0.377447359	-0.283558332	104459.8425	Pharmaceuticals, Biotechnology	0.013468013
LM	1.617783778	0.732360025	1.631632025	-1.730222175	-0.804894983	-0.575506782	3177.5624	Diversified Financials	0.016870273
LMT	0.405477906	0.18299375	-0.081437488	0.072598913	1.193663688	-0.098574917	108708.9215	Capital Goods	-0.013983664
LNC	0.485880008	-1.345842612	1.57097817	-0.287768634	-1.015383065	-0.203119279	11316.8925	Insurance	0.041012839
LNT	0.482387077	0.584613285	-0.404797124	-1.240283832	-0.484880502	-0.392194153	12909.27	Utilities	-0.008693214
LOGM	0.028823488	-1.282552903	0.165532895	-2.071132074	-0.790844496	1.261532556	3362.1416	Software & Services	0.020396185
LOW	0.117117028	-0.138441302	0.277745569	0.057724559	1.064074207	-0.131107995	82906.6083	Retailing	0.024216656
LPT	0.870813966	0.572158853	-1.170637505	-1.871186513	-0.3329779	-0.675797331	8052.7157	Real Estate	0.003147128
LPX	0.243574075	-0.628921009	2.540394147	-1.978508483	0.336946723	-0.02061413	2975.3534	Materials	0.025123558
LRCX	0.067957255	2.167101521	0.571224619	-0.844452978	1.256369746	1.413647098	33785.4383	Semiconductors & Semiconductor	0.010527662
LSI	1.223664704	0.283140457	-0.854261208	-2.16384102	-0.020455259	0.321507701	4964.5345	Real Estate	0.019381325
LSTR	-0.770604975	-0.468220223	0.592478292	-1.930979781	0.072485154	-0.143655959	4340.6404	Transportation	0.028687415
LUV	-0.325385612	-1.041832666	1.61232373	-0.538311887	-0.31631977	0.182241389	28375.525	Transportation	0.004658096
LW	-0.542206083	-0.57245889	-0.360323526	-1.626457528	-0.148317177	-0.134427709	11359.2974	Food, Beverage & Tobacco	-0.004187934
LYB	1.981760149	-1.513984967	2.558973755	-0.391239869	0.163189661	-0.558686729	28556.2307	Materials	0.049451859
LYV	-1.207609482	1.371342456	-0.533700279	-1.082704133	-1.267771239	1.364025565	14836.7413	Media & Entertainment	0.007839077
M	3.000075516	-2.90873611	2.947927463	-0.95056939	-0.926254123	-1.288910006	4621.3668	Retailing	0.02745098
MA	-0.896091764	1.378075542	-1.28297538	-0.137182009	2.691541332	0.515585457	278050.165	Software & Services	0.007595954
MAA	0.667835852	1.118091128	-0.991772132	-1.451825026	-0.169620728	0.293405172	15104.0524	Real Estate	-0.005433552
MAC	3.000075516	-2.322234634	-0.536288536	-1.897070118	-0.215626052	-1.033359964	4098.1088	Real Estate	0.017084696
MAN	0.486397479	-0.331759177	2.004507608	-1.159365942	-0.820963338	-0.48068141	4981.0893	Commercial & Professional Serv	0.0397755
MANH	-1.207609482	2.451424954	-1.137379465	-2.541023385	1.364653597	-0.380572628	5424.5417	Software & Services	0.017140174
MAR	-0.180040862	-0.04199071	-0.071617647	-0.491998286	0.064976602	0.333978791	39806.3073	Consumer Services	0.025298249
MAS	-0.385929753	0.429670987	0.551842669	-1.277653371	1.346113039	-0.748222931	12304.7743	Capital Goods	0.023178017
MASI	-1.207609482	1.096811431	-1.039824402	-2.228092805	0.228787609	0.566628337	7929.5525	Health Care Equipment & Servic	0.005740766
MAT	-1.207609482	-1.845712922	-1.199462433	-1.679685415	-2.545896945	-2.010678496	3809.5238	Consumer Durables & Apparel	0.051351351
MCD	0.320159826	1.163760998	-0.680730556	-0.120763688	1.066339144	-0.875459361	160766.739	Consumer Services	-0.012939176
MCHP	-0.197376151	1.095904835	-0.476882226	-1.003013654	-0.445229906	0.86610331	22314.2075	Semiconductors & Semiconductor	0.033654366
MCK	-0.395826391	-0.016970877	1.828337361	0.120600387	-1.034310719	-0.125663581	24163.2697	Health Care Equipment & Servic	0.014532038
MCO	-0.572090051	1.380173657	-0.751828138	-1.069663903	2.082418013	0.079837661	38513.5515	Diversified Financials	0.014451552
MCY	1.793465282	0.201919468	0.360736049	-1.790012421	-0.9266963	-0.309011607	2994.6887	Insurance	0.007633588
MD	-1.207609482	-2.938601135	2.133234937	-1.856071233	-0.857545184	-0.241129461	1877.9403	Health Care Equipment & Servic	0.016509434
MDLZ	0.109613694	1.197800495	-0.252201238	-0.085611345	-0.574325009	-0.8765859	80731.5844	Food, Beverage & Tobacco	-0.010647897
MDP	3.000075516	-1.96384427	0.766155148	-1.947120826	-0.916934564	-0.335530051	1620.5457	Media & Entertainment	0.054153846
MDR	-1.207609482	-3.000016743	2.821858828	-1.742140432	-1.147985065	0.771414277	296.2188	Energy	0.046153846
MDRX	-1.207609482	-1.91099255	0.128638995	-2.057422031	-1.193153487	-0.42145897	1744.862	Health Care Equipment & Servic	-0.002355158
MDSO	-1.207609482	1.015190411	-1.364613121	-2.427189377	-0.842473973	0.575692858	5721.6318	Health Care Equipment & Servic	-0.000108802
MDT	0.079406307	0.181152702	-0.451803655	0.157013165	-0.385508579	0.097213541	145651.6345	Health Care Equipment & Servic	0.001489481
MDU	0.664925076	-0.155849293	0.155343268	-1.534113132	-0.999229783	-0.612255819	5569.6692	Utilities	0.008297258
MET	1.299409565	-0.457296402	1.490223668	0.498515939	-0.403447443	-1.054792008	42524.085	Insurance	0.019572954
MGM	0.024942454	-0.004927335	0.531178557	-0.81099645	-0.887041357	0.947187247	14229.7339	Consumer Services	0.023696682
MHK	-1.207609482	-1.737347291	1.669533984	-1.117516695	-0.626449815	-0.118904449	8951.2432	Consumer Durables & Apparel	0.008184102
MIK	-1.207609482	-2.625963607	2.784916299	-2.029319229	-0.106213308	-0.488621172	1416.1047	Retailing	-0.010346611
MKC	-0.334764779	0.645241232	-0.665600473	-1.106879302	-0.503995853	-0.110679417	22449.2236	Food, Beverage & Tobacco	-0.005612892
MKSI	-0.648093647	0.244232476	0.685407951	-1.942609882	0.126587001	1.606090162	5039.3079	Semiconductors & Semiconductor	0.028107159
MKTX	-0.827268082	3.000019086	-1.65196215	-2.36913461	1.278073112	0.531986746	13099.6764	Diversified Financials	-0.030354507
MLHR	-0.024087951	0.52370464	1.027230639	-2.107770433	-0.386785827	0.326101378	2711.1829	Commercial & Professional Serv	0.00766975
MLM	-0.664329309	1.598676035	-0.517260742	-1.248158064	-0.59271504	0.76247467	16354.7835	Materials	-0.009108896
MMC	-0.010763065	0.654543444	-0.232885578	-0.543920872	-0.15555005	-0.183314408	49800.769	Insurance	0.008936922
MMM	1.183495995	-1.443696094	0.335173387	-0.125648628	0.672160336	-0.567351243	89639.9858	Capital Goods	0.038014576
MMS	-0.355528314	0.824444308	0.149069219	-2.046629386	-0.072438238	-0.16333918	4843.8815	Software & Services	0.01098603
MNK	-1.207609482	-3.000016743	2.364690363	-1.856602889	-0.400834958	0.257633033	209.1813	Pharmaceuticals, Biotechnology	0.013215859
MNST	-1.207609482	-0.269995163	-0.83996903	-1.282856193	0.499159644	0.544523265	30829.2742	Food, Beverage & Tobacco	0.003207413
MO	3.000075516	-1.802118442	0.655165715	-0.182313318	0.851267151	-0.385367497	77806.1966	Food, Beverage & Tobacco	-0.009539321
MOH	-1.207609482	-1.150214903	0.589616313	-1.12569464	-0.740666065	0.766416998	7071.9193	Health Care Equipment & Servic	0.003007519
MOS	-0.540394934	-2.288493775	1.842418187	-1.08141742	-0.920250062	-0.252380151	7481.969	Materials	0.071354705
MPC	1.050053085	-2.143376399	1.5476057	0.141466108	-1.096157418	0.237850851	39986.3168	Energy	0.024059422
MPW	2.247546342	1.189870063	-0.728131264	-1.782608182	0.43636844	1.758976486	8689.33	Real Estate	-0.003025719
MPWR	-0.530886399	1.077169264	-1.30380353	-2.442843946	-0.131246039	1.343572138	6613.3046	Semiconductors & Semiconductor	0.008101007
MRK	0.466539519	0.643124146	-0.150493804	0.300843378	0.694571022	-0.49524099	217631.8447	Pharmaceuticals, Biotechnology	0.006924546
MRO	-0.088513127	-2.56404424	1.719277929	-1.118153757	-0.2139851	-1.906120336	9294.7276	Energy	0.029824561
MS	1.013053888	-0.814174438	0.703515845	0.581960395	-0.352664159	-0.321521663	67399.8741	Diversified Financials	0.021437272
MSA	-0.202744915	-0.109320758	-0.288845002	-2.179819933	-0.340877842	-0.205460165	4187.0909	Commercial & Professional Serv	0.031932465
MSCI	-0.411544582	1.605673436	-1.138321764	-1.683413269	0.45272486	0.079622317	18719.2438	Diversified Financials	0.012036829
MSFT	-0.252228108	0.783849407	-0.805122342	1.123018306	0.458565017	0.086079723	1054602.709	Software & Services	0.004169662
MSI	-0.330883744	1.475948071	-0.468559563	-1.007825213	-0.12166376	-0.634198512	28016.3364	Technology Hardware & Equipmen	-0.014587377
MSM	1.559826993	-1.293492869	0.914789401	-1.930662235	-0.279133462	-0.46513404	3870.7321	Capital Goods	0.045652174
MTB	0.471972967	-0.966215082	0.058333275	-0.560107665	-1.018974581	-0.488936928	20591.3523	Banks	0.009874153
MTD	-1.207609482	0.281150763	-0.729380744	-1.599122384	1.111094463	-0.234102477	16888.5781	Pharmaceuticals, Biotechnology	0.023394857
MTDR	-1.207609482	-2.898349714	1.892103043	-2.345065308	0.292995582	2.073271063	1820.8522	Energy	0.022808268
MTX	-0.952690187	-1.472926087	1.368598879	-2.166137186	-0.660164606	0.161701327	1779.4275	Materials	0.018265757
MU	-1.207609482	0.231880426	2.530539705	-0.220878533	1.76280939	1.715897224	49174.4397	Semiconductors & Semiconductor	0.042051756
MUR	1.879947672	-2.382909028	1.775508779	-1.677040505	-0.027992281	-0.860510739	3399.15	Energy	0.019407559
MUSA	-1.207609482	0.16669563	1.512727685	-1.689059781	-0.798565781	-0.382621217	2773.0943	Retailing	0.001407955
MYL	-1.207609482	-2.32952727	2.303432642	-0.864500704	-0.50465495	0.325977375	9755.1001	Pharmaceuticals, Biotechnology	0.023280996
NATI	0.388336669	-0.685408258	-0.452299826	-2.120926858	-0.437544806	-0.274516467	5345.2898	Technology Hardware & Equipmen	0.028556988
NAVI	2.348906031	-0.553932937	1.724639776	-1.069720084	-0.544584076	-1.678845215	2677.2001	Diversified Financials	0.032608696
NBL	0.300301866	-1.691023247	1.590709711	-1.151439439	-0.070055474	-0.819752124	9847.2318	Energy	0.022862823
NBR	0.440407218	-3.000016743	1.074542429	-1.962755521	-1.474075856	-0.974376976	570.6289	Energy	0.098765432
NCLH	-1.207609482	-0.537025186	1.255728492	-1.168273745	-0.399591237	0.815940912	10443.5341	Consumer Services	0.022249948
NCR	-1.207609482	0.634690895	1.823488559	-1.531747836	-0.634150076	-0.758833688	3556.0679	Technology Hardware & Equipmen	0.023125438
NDAQ	0.017891907	0.65454302	-0.348233146	-1.257504241	-0.009949965	-0.258512552	16341.966	Diversified Financials	0.007609578
NDSN	-0.509540708	-0.28067337	-0.217441101	-1.750747835	-0.137634479	-0.029917116	8097.5152	Capital Goods	0.025992676
NEE	0.176949646	0.956804141	-0.632893641	-0.00123834	-0.143210576	-0.17585834	114167.3978	Utilities	-0.010603448
NEM	-0.262060062	0.873905546	-0.445390705	-0.822102997	-0.592360483	0.09610761	31410.1336	Materials	-0.033898305
NEU	-0.159730114	0.686423644	-0.188904974	-2.003789031	0.118343225	-0.595047244	5248.6856	Materials	0.008024638
NFG	1.292941174	-1.228426582	1.096722635	-1.865418573	-0.130151417	-0.990100243	3885.0318	Utilities	0.032881122
NFLX	-1.207609482	-1.174966123	-1.506511959	-0.300381558	-0.774663053	2.256430885	119436.9812	Media & Entertainment	0.008735026
NI	0.538856132	0.472468257	0.126895767	-1.12863696	-0.613701368	-0.807135416	11062.2783	Utilities	0.004481213
NJR	0.651535506	-0.459832064	0.137815819	-1.840252059	-0.858305927	-0.42932746	3913.2482	Utilities	0.001373941
NKE	-0.596023098	0.152914045	-0.594111494	-0.081634317	0.300075555	-0.000980757	145287.1402	Consumer Durables & Apparel	0.009462366
NKTR	-1.207609482	-3.000016743	2.376583247	-2.18054218	1.8217423	1.903217318	3324.08	Pharmaceuticals, Biotechnology	0.059516429
NLSN	3.000075516	-1.359913029	1.032855732	-1.195334551	-0.570486122	-0.633145928	7593.6308	Commercial & Professional Serv	0.021224087
NNN	1.130519871	0.934802398	-1.079282051	-1.851364376	0.416162332	-0.158113643	9781.5728	Real Estate	-0.004376751
NOC	-0.281982707	0.347055309	0.067618302	-0.217394329	-0.13387452	-0.059364957	62430.7434	Capital Goods	-0.017708475
NOV	-0.592724218	-2.734083238	-0.039455127	-1.088214412	-1.299028593	-0.952172714	8119.2611	Energy	0.02417795
NRG	-1.009417977	-0.283811402	1.840368714	-1.112158251	-0.395032815	-0.503477231	9907.0057	Utilities	0.009793814
NSC	0.199718383	-0.557843663	0.127066596	-0.512875172	-0.052248542	-0.470248779	45521.9604	Transportation	0.037670038
NTAP	1.177997863	-2.12133384	0.879055885	-1.24248011	0.742539224	-0.188693088	12385.728	Technology Hardware & Equipmen	0.034351145
NTCT	-1.207609482	-0.249140351	-0.532643756	-2.321692279	-1.331686935	0.26127588	1664.3947	Technology Hardware & Equipmen	-0.010573678
NTRS	0.826699539	-1.09284355	0.376560342	-0.548626402	-0.200219851	-0.220062316	19131.7229	Diversified Financials	0.023689798
NUE	0.85897681	-1.419173974	2.454008166	-0.726901575	-0.177067947	-0.480073722	15182.1031	Materials	0.049193388
NUS	1.093067887	-2.436842271	1.473065027	-2.14322507	-0.330849247	-0.890111862	2311.2936	Household & Personal Products	0.017027487
NUVA	-1.207609482	-0.816367103	-0.41459825	-2.27304159	-0.818130329	0.212956895	3358.0075	Health Care Equipment & Servic	0.016270538
NVDA	-0.980116165	-1.949047214	-1.07235345	-0.53590799	0.604286416	1.423846853	110819.7307	Semiconductors & Semiconductor	0.016172212
NVR	-1.207609482	2.102807714	0.174730086	-1.405291653	0.628901879	-0.065153446	13547.6663	Consumer Durables & Apparel	-0.008482762
NVT	1.102511738	-1.303560076	0.919398585	-1.901158573	-0.648101608	-0.532212805	3314.6247	Capital Goods	0.051041667
NWE	0.766802236	0.626749713	-0.161428497	-1.96394971	-0.457999611	-0.544219209	3800.8748	Utilities	-0.003726377
NWL	2.002135581	-0.748979739	1.131149087	-1.004816937	-0.938121104	0.356788881	7849.8364	Consumer Durables & Apparel	0.00530504
NWS	-0.291103138	-0.085154455	0.665154484	-1.092993036	-1.259513721	-0.925867183	8162.8263	Media & Entertainment	0.021529324
NWSA	-0.274220638	-0.095818402	0.665154484	-1.092993036	-1.259513721	-0.925867183	8162.8263	Media & Entertainment	0.024279211
NYCB	2.228723323	0.369896045	-0.434770334	-1.300874315	-1.130637093	-0.436987554	5982.2386	Banks	0.002309469
NYT	-0.761678596	0.813390343	-0.42304153	-2.028360976	-0.718043595	-0.203662841	4815.9533	Media & Entertainment	0.017412935
O	1.039509608	1.193011716	-1.330821801	-1.324025158	0.327031739	0.188050787	24952.2433	Real Estate	-0.010669376
OAS	-1.207609482	-3.000016743	2.120839546	-2.104447587	-0.270402657	-1.245829638	1020.3325	Energy	0.051948052
ODFL	-0.9373601	0.048253208	0.067950957	-1.518959807	0.199608719	0.220469878	13021.8223	Transportation	0.025733309
OFC	1.191322748	-0.333882476	-0.724354167	-2.250963476	-0.326371214	-1.207820013	3320.4336	Real Estate	0.006224066
OGE	1.025343831	0.423252144	0.064015238	-1.495366182	-0.27349593	-0.74593008	8987.8943	Utilities	0.002775208
OGS	0.145060478	0.079886342	-0.126641264	-1.851705165	-0.574287346	0.682248941	5043.53	Utilities	0.010400085
OHI	2.818899333	0.974414254	-0.810190718	-1.739523804	0.433003471	0.590681195	9575.7924	Real Estate	0.004023669
OI	0.174556341	-2.568761194	2.721334967	-1.663661703	-0.296918716	-0.66647003	1455.077	Materials	0.042345277
OII	-1.207609482	-2.686946348	-0.527148175	-2.237074721	-1.608892242	-1.742871035	1290.0407	Energy	0.056379822
OKE	1.989328166	-0.130679457	-0.194073278	-0.723831236	-0.670360025	0.681670773	29746.1046	Energy	0.007829491
OLLI	-1.207609482	-1.77924521	-0.445006195	-2.32146834	-0.533494196	1.913230708	3546.3846	Retailing	0.024145553
OLN	1.689776971	-1.822198374	2.481223073	-1.523899259	-0.819707517	1.178433392	2934.3664	Materials	0.043430456
OMC	0.975925323	0.098011787	0.945349189	-0.767174037	-0.490620643	-0.695001177	16753.674	Media & Entertainment	0.020226869
ORCL	-0.081462581	0.012323818	-0.011363557	0.298900757	0.639606533	-0.686193451	180997.994	Software & Services	0.025229771
ORI	0.995330496	-0.155643613	0.334620281	-1.189971298	-0.911869153	-0.599493326	7122.1927	Insurance	0.016949153
ORLY	-1.207609482	0.464146032	-0.166616056	-0.96984265	1.575141952	-0.062200624	29887.4323	Retailing	0.006394183
OSK	-0.244013251	-0.236177457	1.540030143	-1.503613704	-0.475116175	-0.627843079	4958.6551	Capital Goods	0.041643298
OXY	3.000075516	-2.483984455	1.609563935	-0.420213397	0.113684651	-0.921814657	38525.2437	Energy	0.002193517
OZK	1.249020798	-1.849363803	1.030424397	-1.69218779	-1.019677532	0.583814398	3395.204	Banks	0.048264021
PACW	3.000075516	-1.698332238	0.444908691	-1.595298709	-1.037884174	0.572391895	4244.7634	Banks	0.016554433
PAYX	0.694162204	0.368453738	-0.702638876	-1.127938432	0.364518917	-0.099465406	30192.5918	Software & Services	0.008220157
PB	0.323588074	-0.694688187	-0.403009213	-1.697638883	-1.079267215	0.370921526	4738.5287	Banks	0.019367992
PBCT	1.799933673	-0.993676101	-0.09107307	-1.296991832	-1.110332169	-0.004795348	6088.9138	Banks	0.024812276
PBF	1.680074385	-2.880024618	3.007370938	-1.188074447	-0.748096812	1.472347233	3221.5178	Energy	0.004063539
PBH	-1.207609482	-1.001120051	0.604615717	-2.266477599	-0.472024296	-0.121565845	1768.4936	Pharmaceuticals, Biotechnology	-0.014241832
PBI	1.836350715	-2.366437917	2.695651171	-1.980202051	0.211298316	-0.958677543	726.3251	Commercial & Professional Serv	0.009174312
PCAR	0.012846562	-0.327368735	1.391066	-0.570671274	-0.425558631	-1.142787079	23497.6822	Capital Goods	0.026440879
PCG	-1.207609482	-3.000016743	2.587473791	-0.734742171	-0.441069608	-0.437254907	5752.6626	Utilities	0.029525032
PCH	1.32314856	-0.329354467	0.046617943	-2.271103336	-0.483008012	0.737745094	2747.6208	Real Estate	0.014507254
PDCO	2.761201284	-1.811957165	1.96817783	-1.921986216	-1.145794949	-0.488187667	1619.6065	Health Care Equipment & Servic	0.035140866
PEG	0.744939074	0.338602295	0.070762563	-0.593477654	-0.412088313	-0.611445395	31491.037	Utilities	0.013656316
PEP	0.553798115	1.017478538	-0.308490142	0.348740109	0.367289347	-0.664029946	195611.3875	Food, Beverage & Tobacco	-0.001813039
PFE	1.384792328	-1.237015987	0.224434324	0.475105646	-0.024049992	-1.27442648	198730.569	Pharmaceuticals, Biotechnology	0.008941045
PFG	1.391584139	-0.785417885	1.449934884	-0.295087364	-1.014157205	-0.285495953	15264.1009	Insurance	0.025949954
PG	0.348750115	1.989195552	-0.502201442	0.568344818	-0.279043673	-0.921154656	310326.5069	Household & Personal Products	-0.006970641
PGR	-0.871123774	0.089953024	0.681978454	-0.22743702	-0.099395636	0.192201371	44955.7409	Insurance	0.006153023
PH	0.095253866	-0.582407017	0.563151532	-0.798267886	-0.321831993	-0.424976584	22456.4475	Capital Goods	0.052181552
PHM	-0.440264239	1.746681762	1.404460771	-1.139003258	-0.420366967	-0.080890501	10170.7708	Consumer Durables & Apparel	-0.001623816
PII	0.617835188	-1.16875212	0.951730237	-1.591783022	-0.20293652	-0.060271286	5284.6839	Consumer Durables & Apparel	0.062152901
PKG	0.770553903	-0.609774268	1.123681258	-1.325321932	-0.098977009	-0.480309459	9781.5095	Materials	0.031028954
PKI	-0.995640304	-0.776984938	-0.544369566	-1.561384147	-0.691328171	-0.048062502	9490.3492	Pharmaceuticals, Biotechnology	0.01863354
PLD	0.383420692	1.025196407	-1.401791678	-0.779517918	-0.018180515	0.143717134	54360.053	Real Estate	0.00034961
PLT	-0.105977783	-2.405603892	-0.102859379	-2.259599782	-1.230124265	-0.212451219	1394.2593	Technology Hardware & Equipmen	0.066037736
PM	2.659518175	-1.044177582	0.153850219	-0.062805045	0.974963965	-0.696228538	121791.1417	Food, Beverage & Tobacco	0.002572347
PNC	0.910594572	-0.584287944	0.575203581	0.185996689	-0.98167504	-0.544502737	62545.2378	Banks	0.014304291
PNFP	-0.467172746	-0.887355443	0.006995246	-1.628206568	-1.062030832	1.000138612	4302.2496	Banks	0.015718157
PNM	0.210261861	0.962490353	-0.072428579	-1.860685199	-0.40006816	-0.703095299	4215.2696	Utilities	-0.003652441
PNR	0.066598893	-1.061039255	0.397283469	-1.738353521	-0.481183823	-1.674134319	6142.1956	Capital Goods	0.034043731
PNW	0.754900397	0.341197944	0.314544344	-1.234588329	-0.394897575	-0.482116674	10919.3041	Utilities	0.000943693
POL	0.360263852	-1.419509373	1.089584678	-1.969403606	-0.459128149	-0.731312779	2473.6946	Materials	0.058861578
POOL	-0.50197269	1.036969898	-0.637603724	-1.911417325	0.420355785	0.096234867	8050.6723	Retailing	0.00898486
POST	-1.207609482	0.10219367	0.366423007	-1.293622818	-0.839728939	1.136954022	7528.0662	Food, Beverage & Tobacco	0.019655277
PPG	-0.076093816	-0.013020856	0.160549785	-0.730875595	-0.333667845	-0.480344275	27556.4774	Materials	0.03034757
PPL	2.243018468	-0.494697801	0.577171551	-0.719751854	-0.049645284	-0.963457368	22326.5114	Utilities	0.028468586
PRAH	-1.207609482	-0.488282885	-0.297710174	-1.783473454	-0.69123522	1.456104548	6190.3671	Pharmaceuticals, Biotechnology	0.005191569
PRGO	-0.193689168	-1.796976521	0.476935867	-1.365385858	-0.802301027	-0.221769961	7291.1688	Pharmaceuticals, Biotechnology	0.027692308
PRI	-0.48922996	-0.464046232	-0.067596907	-1.622230512	-0.928080774	-0.036242555	5128.7187	Insurance	0.01163854
PRSP	-0.601456547	-0.263253563	-0.142026734	-1.879067454	-0.512532866	-0.198775058	4156.4343	Software & Services	0.016393443
PRU	1.754460883	-1.360405181	1.766174879	0.476597982	-0.405244591	-0.659171727	35114.6994	Insurance	0.019961218
PSA	0.888925462	0.987118919	-0.926284055	-1.108340185	0.88923744	-0.429742494	43094.2187	Real Estate	-0.002999595
PSX	1.101153376	-1.049190963	2.023780318	0.085751505	-0.636885495	-0.340440718	45239.9158	Energy	-0.00065666
PTC	-1.207609482	-1.916221559	-1.064435267	-1.953667486	-0.956562047	0.089858781	7561.5329	Software & Services	0.023337038
PTEN	0.041566219	-2.698474845	1.264251113	-1.918830396	-1.178632468	-1.087408378	1678.5977	Energy	0.047588832
PVH	-1.092730855	-2.041149732	1.786326116	-1.224608883	-0.768331381	-0.361046703	6263.6691	Consumer Durables & Apparel	0.046778043
PWR	-0.928627772	-0.093841369	1.032711868	-1.348500018	-1.065452517	-0.179447655	5292.9887	Capital Goods	0.02589852
PXD	-0.300158886	-1.767985341	0.960639506	-0.897771685	-0.335778615	0.584937293	20968.1676	Energy	0.024429842
PYPL	-1.207609482	1.173625797	-0.956292162	-0.1932092	-0.599164375	0.484722339	120950.467	Software & Services	0.010344142
PZZA	-0.113157698	-0.419938043	0.153874784	-2.549469933	-0.583031247	0.114617263	1690.6597	Consumer Services	0.006429652
QCOM	0.862534426	0.112583612	-0.490897592	-0.223531713	1.185148276	-0.114306429	94201.3146	Semiconductors & Semiconductor	0.023075897
QEP	0.435167821	-3.000016743	1.027769678	-2.098817864	-0.412027331	-0.591433169	749.4252	Energy	0.048859935
QRVO	-1.207609482	-0.1730181	0.098513446	-1.560698615	-0.718229906	1.765569665	8819.7148	Semiconductors & Semiconductor	0.007291667
R	1.801550771	-1.700671579	2.56619936	-1.445234166	-0.750912153	-0.280232036	2568.0568	Transportation	0.036344969
RBC	-0.114063272	-0.999514985	1.356654458	-1.808691392	-0.774537466	-0.472928723	2976.5408	Capital Goods	0.040266512
RCL	0.745844649	-0.963879947	0.953952987	-0.775493839	-0.312738113	0.065741198	21649.7537	Consumer Services	0.038220249
RE	0.187169704	0.106359451	0.483241452	-1.016709838	-0.837664849	-0.526927157	10580.2317	Insurance	0.004008016
REG	0.985369174	-0.068781418	-0.932071946	-1.595477427	0.006599656	0.341279943	11576.2328	Real Estate	0.002781845
REGN	-1.207609482	-1.555419117	0.270457412	-0.958307518	0.776680766	0.90694596	31074.8719	Pharmaceuticals, Biotechnology	0.00807749
RF	1.398246582	-1.292597088	0.452562796	-0.616108129	-1.053056328	-0.564084745	15355.7166	Banks	0.021178028
RGA	-0.046921372	0.056019191	0.801573981	-0.69710787	-0.999434802	-0.083522488	9793.298	Insurance	0.017089523
RGLD	-0.675519625	2.946892084	-1.344598876	-2.180268627	0.198196895	-0.416419269	8448.0342	Materials	-0.054961832
RHI	0.275269192	-1.376840212	0.874060018	-1.727341244	0.420236253	-0.498175091	6358.8747	Commercial & Professional Serv	0.024886878
RIG	-1.207609482	-3.000016743	0.157210621	-1.543442683	-0.833726693	-2.206094339	2594.0465	Energy	0.082938389
RJF	-0.088707179	-1.033045209	1.442883269	-0.901671873	-0.738067357	-0.001608638	10915.8525	Diversified Financials	0.028462029
